StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,EduTech,StressLevel,FinalGrade
26,68,1,1,2,1,0,19,3,9,0,94,0,2,3
26,68,1,1,2,1,0,25,2,7,0,55,1,0,2
18,65,1,1,1,1,0,21,0,14,1,99,0,1,1
18,65,1,1,1,1,0,21,2,15,1,61,1,2,3
18,65,2,1,0,1,0,21,0,14,1,99,0,1,1
18,65,2,1,0,1,0,21,2,15,1,61,1,2,3
12,76,0,1,1,1,0,24,3,12,0,98,1,2,3
12,76,0,1,1,1,0,28,3,5,1,78,0,2,2
29,93,2,0,1,1,1,18,1,4,1,80,1,0,1
29,93,2,0,1,1,1,19,2,4,1,74,1,1,1
29,93,1,1,1,1,1,18,1,4,1,80,1,0,1
29,93,1,1,1,1,1,19,2,4,1,74,1,1,1
29,93,1,1,1,0,1,18,1,4,1,80,1,0,1
29,93,1,1,1,0,1,19,2,4,1,74,1,1,1
29,93,2,0,1,1,1,18,1,4,1,80,1,0,1
29,93,2,0,1,1,1,19,2,4,1,74,1,1,1
12,84,2,1,1,0,1,28,0,4,0,51,1,0,0
12,84,1,0,1,1,1,28,0,4,0,51,1,0,0
12,84,2,0,2,0,1,28,0,4,0,51,1,0,0
26,86,2,1,1,1,1,25,2,5,0,68,0,2,0
26,86,0,0,1,1,1,25,2,5,0,68,0,2,0
26,86,0,1,1,1,1,25,2,5,0,68,0,2,0
20,93,0,0,1,1,0,23,2,18,0,78,1,1,2
20,93,0,0,1,1,0,29,3,10,1,87,1,1,1
20,93,0,0,1,1,0,23,1,2,0,77,1,2,3
20,93,0,0,1,1,0,29,2,19,1,75,0,2,3
20,93,1,1,0,0,0,23,2,18,0,78,1,1,2
20,93,1,1,0,0,0,29,3,10,1,87,1,1,1
20,93,1,1,0,0,0,23,1,2,0,77,1,2,3
20,93,1,1,0,0,0,29,2,19,1,75,0,2,3
20,93,1,0,0,1,0,23,2,18,0,78,1,1,2
20,93,1,0,0,1,0,29,3,10,1,87,1,1,1
20,93,1,0,0,1,0,23,1,2,0,77,1,2,3
20,93,1,0,0,1,0,29,2,19,1,75,0,2,3
11,88,2,1,0,1,1,24,0,10,1,51,0,0,2
11,88,2,1,0,1,1,27,3,16,1,74,0,2,1
11,88,1,1,0,1,1,24,0,10,1,51,0,0,2
11,88,1,1,0,1,1,27,3,16,1,74,0,2,1
25,97,2,1,2,1,1,21,1,6,0,80,1,2,3
25,97,2,1,2,1,1,29,2,15,1,60,1,1,3
25,97,1,1,1,1,1,21,1,6,0,80,1,2,3
25,97,1,1,1,1,1,29,2,15,1,60,1,1,3
25,97,2,1,1,1,1,21,1,6,0,80,1,2,3
25,97,2,1,1,1,1,29,2,15,1,60,1,1,3
25,97,2,1,2,1,1,21,1,6,0,80,1,2,3
25,97,2,1,2,1,1,29,2,15,1,60,1,1,3
25,97,1,1,0,1,1,21,1,6,0,80,1,2,3
25,97,1,1,0,1,1,29,2,15,1,60,1,1,3
12,75,1,1,2,1,0,26,2,17,1,79,1,2,0
12,75,1,1,2,1,0,26,2,2,1,54,1,0,0
12,75,2,0,0,1,0,26,2,17,1,79,1,2,0
12,75,2,0,0,1,0,26,2,2,1,54,1,0,0
20,95,0,1,0,0,1,18,3,20,1,61,1,0,0
20,95,0,1,0,0,1,22,2,19,1,55,1,0,0
20,95,1,0,1,1,1,18,3,20,1,61,1,0,0
20,95,1,0,1,1,1,22,2,19,1,55,1,0,0
20,95,0,1,1,1,1,18,3,20,1,61,1,0,0
20,95,0,1,1,1,1,22,2,19,1,55,1,0,0
20,95,0,1,0,1,1,18,3,20,1,61,1,0,0
20,95,0,1,0,1,1,22,2,19,1,55,1,0,0
20,95,1,0,0,1,1,18,3,20,1,61,1,0,0
20,95,1,0,0,1,1,22,2,19,1,55,1,0,0
20,95,0,1,0,1,1,18,3,20,1,61,1,0,0
20,95,0,1,0,1,1,22,2,19,1,55,1,0,0
20,95,2,1,0,1,1,18,3,20,1,61,1,0,0
20,95,2,1,0,1,1,22,2,19,1,55,1,0,0
16,72,0,0,1,0,0,29,3,15,0,68,1,1,1
16,72,0,0,1,0,0,18,0,9,0,53,1,1,0
16,72,0,0,1,0,0,21,2,14,1,86,1,2,1
16,72,1,0,1,1,0,29,3,15,0,68,1,1,1
16,72,1,0,1,1,0,18,0,9,0,53,1,1,0
16,72,1,0,1,1,0,21,2,14,1,86,1,2,1
17,83,1,1,0,1,1,19,2,2,1,83,1,2,0
17,83,1,0,1,1,1,19,2,2,1,83,1,2,0
17,83,1,1,1,1,1,19,2,2,1,83,1,2,0
17,83,0,1,0,1,1,19,2,2,1,83,1,2,0
17,83,2,0,0,1,1,19,2,2,1,83,1,2,0
17,83,1,1,2,1,1,19,2,2,1,83,1,2,0
17,83,1,0,1,1,1,19,2,2,1,83,1,2,0
34,74,0,1,1,1,0,23,0,12,1,54,0,1,0
34,74,0,1,1,1,0,28,0,13,0,77,1,1,0
29,90,1,1,1,1,1,22,2,19,0,79,1,1,0
29,90,1,1,1,1,1,26,2,14,0,76,1,2,3
29,90,1,1,1,1,1,26,2,11,1,76,1,2,0
12,81,1,1,1,1,1,23,2,16,1,78,1,1,1
12,81,1,1,1,1,1,24,2,17,0,76,1,2,1
12,81,1,1,1,1,1,26,0,14,1,67,0,2,2
12,81,1,1,1,1,1,25,3,12,1,93,1,2,2
12,81,1,0,0,1,1,23,2,16,1,78,1,1,1
12,81,1,0,0,1,1,24,2,17,0,76,1,2,1
12,81,1,0,0,1,1,26,0,14,1,67,0,2,2
12,81,1,0,0,1,1,25,3,12,1,93,1,2,2
12,81,1,1,2,1,1,23,2,16,1,78,1,1,1
12,81,1,1,2,1,1,24,2,17,0,76,1,2,1
12,81,1,1,2,1,1,26,0,14,1,67,0,2,2
12,81,1,1,2,1,1,25,3,12,1,93,1,2,2
12,81,1,1,2,1,1,23,2,16,1,78,1,1,1
12,81,1,1,2,1,1,24,2,17,0,76,1,2,1
12,81,1,1,2,1,1,26,0,14,1,67,0,2,2
12,81,1,1,2,1,1,25,3,12,1,93,1,2,2
12,81,1,1,2,1,1,23,2,16,1,78,1,1,1
12,81,1,1,2,1,1,24,2,17,0,76,1,2,1
12,81,1,1,2,1,1,26,0,14,1,67,0,2,2
12,81,1,1,2,1,1,25,3,12,1,93,1,2,2
16,63,1,0,2,1,0,24,3,9,1,80,1,1,3
16,63,1,0,2,1,0,25,0,4,0,53,0,0,2
16,63,2,0,0,1,0,24,3,9,1,80,1,1,3
16,63,2,0,0,1,0,25,0,4,0,53,0,0,2
16,63,0,0,1,1,0,24,3,9,1,80,1,1,3
16,63,0,0,1,1,0,25,0,4,0,53,0,0,2
32,83,1,1,0,1,1,24,1,15,1,87,1,2,2
32,83,1,1,0,1,1,26,2,7,1,83,0,2,2
32,83,1,1,0,1,1,19,3,11,0,58,0,2,3
32,83,1,1,1,1,1,24,1,15,1,87,1,2,2
32,83,1,1,1,1,1,26,2,7,1,83,0,2,2
32,83,1,1,1,1,1,19,3,11,0,58,0,2,3
20,82,0,1,0,1,0,29,1,4,1,95,0,1,2
20,82,0,1,0,1,0,27,2,0,1,77,1,2,2
20,82,0,1,0,1,0,19,0,12,1,93,0,2,3
20,82,0,1,0,1,0,27,1,7,1,54,0,2,3
20,82,0,1,0,1,0,22,3,15,1,95,1,2,1
20,82,0,1,0,1,0,24,3,1,1,95,0,1,1
20,82,1,1,1,1,0,29,1,4,1,95,0,1,2
20,82,1,1,1,1,0,27,2,0,1,77,1,2,2
20,82,1,1,1,1,0,19,0,12,1,93,0,2,3
20,82,1,1,1,1,0,27,1,7,1,54,0,2,3
20,82,1,1,1,1,0,22,3,15,1,95,1,2,1
20,82,1,1,1,1,0,24,3,1,1,95,0,1,1
20,82,1,0,0,1,0,29,1,4,1,95,0,1,2
20,82,1,0,0,1,0,27,2,0,1,77,1,2,2
20,82,1,0,0,1,0,19,0,12,1,93,0,2,3
20,82,1,0,0,1,0,27,1,7,1,54,0,2,3
20,82,1,0,0,1,0,22,3,15,1,95,1,2,1
20,82,1,0,0,1,0,24,3,1,1,95,0,1,1
17,75,2,1,1,1,0,24,0,8,1,81,0,1,2
17,75,0,0,2,1,0,24,0,8,1,81,0,1,2
29,84,1,1,2,1,0,19,2,16,1,93,0,2,1
29,84,1,1,2,1,0,22,2,10,0,86,0,2,0
18,93,2,1,1,1,0,24,0,13,1,96,1,2,2
18,93,1,0,0,1,0,24,0,13,1,96,1,2,2
18,93,2,0,2,1,0,24,0,13,1,96,1,2,2
18,93,2,0,2,1,0,24,0,13,1,96,1,2,2
38,63,2,0,2,1,1,26,0,19,0,64,1,1,3
38,63,2,0,2,1,1,20,1,17,1,90,0,0,1
38,63,2,0,2,1,1,20,2,4,1,80,1,2,0
27,69,2,1,1,0,0,18,0,10,1,75,1,2,1
27,69,2,1,1,0,0,21,3,5,1,55,1,2,0
19,94,0,0,1,1,0,18,1,18,0,98,1,2,0
19,94,0,0,1,1,0,26,1,11,1,77,1,0,1
19,94,2,0,1,1,0,18,1,18,0,98,1,2,0
19,94,2,0,1,1,0,26,1,11,1,77,1,0,1
19,94,1,0,1,1,0,18,1,18,0,98,1,2,0
19,94,1,0,1,1,0,26,1,11,1,77,1,0,1
19,94,1,1,1,1,0,18,1,18,0,98,1,2,0
19,94,1,1,1,1,0,26,1,11,1,77,1,0,1
19,94,0,1,1,1,0,18,1,18,0,98,1,2,0
19,94,0,1,1,1,0,26,1,11,1,77,1,0,1
38,86,1,0,2,1,0,24,0,8,1,83,0,1,1
38,86,1,0,2,1,0,27,1,4,1,75,1,1,3
38,86,1,0,2,1,0,18,0,13,1,93,0,0,0
26,94,1,0,1,1,0,28,3,1,1,84,1,2,1
26,94,1,0,0,1,0,28,3,1,1,84,1,2,1
26,94,2,1,0,1,0,28,3,1,1,84,1,2,1
26,94,1,0,2,1,0,28,3,1,1,84,1,2,1
32,84,2,1,1,1,1,18,1,10,1,96,1,2,2
32,84,1,1,1,0,1,18,1,10,1,96,1,2,2
13,71,2,1,0,1,0,19,0,1,1,76,0,1,3
13,71,2,1,0,1,0,27,2,7,0,81,1,1,2
13,71,2,1,2,1,0,19,0,1,1,76,0,1,3
13,71,2,1,2,1,0,27,2,7,0,81,1,1,2
14,84,1,0,1,1,0,18,0,3,1,99,1,2,3
14,84,2,1,2,1,0,18,0,3,1,99,1,2,3
14,84,2,0,1,0,0,18,0,3,1,99,1,2,3
14,84,1,1,2,1,0,18,0,3,1,99,1,2,3
14,61,1,0,0,0,0,29,3,4,0,80,0,1,1
14,61,1,0,0,0,0,21,1,12,1,57,1,1,0
14,61,2,0,1,1,0,29,3,4,0,80,0,1,1
14,61,2,0,1,1,0,21,1,12,1,57,1,1,0
14,61,2,0,1,1,0,29,3,4,0,80,0,1,1
14,61,2,0,1,1,0,21,1,12,1,57,1,1,0
14,61,0,1,1,1,0,29,3,4,0,80,0,1,1
14,61,0,1,1,1,0,21,1,12,1,57,1,1,0
14,61,1,0,2,1,0,29,3,4,0,80,0,1,1
14,61,1,0,2,1,0,21,1,12,1,57,1,1,0
17,90,2,0,1,1,1,28,1,7,1,91,1,2,3
17,90,2,0,1,1,1,21,0,8,1,75,1,1,0
17,90,1,0,0,1,1,28,1,7,1,91,1,2,3
17,90,1,0,0,1,1,21,0,8,1,75,1,1,0
17,90,1,0,1,1,1,28,1,7,1,91,1,2,3
17,90,1,0,1,1,1,21,0,8,1,75,1,1,0
13,83,1,1,1,1,0,25,1,5,1,64,1,2,0
13,83,1,1,1,1,0,20,3,8,1,93,1,2,3
13,83,1,1,1,1,0,19,1,11,1,66,0,2,3
13,83,0,0,2,1,0,25,1,5,1,64,1,2,0
13,83,0,0,2,1,0,20,3,8,1,93,1,2,3
13,83,0,0,2,1,0,19,1,11,1,66,0,2,3
13,83,1,0,1,1,0,25,1,5,1,64,1,2,0
13,83,1,0,1,1,0,20,3,8,1,93,1,2,3
13,83,1,0,1,1,0,19,1,11,1,66,0,2,3
19,68,1,1,1,1,1,21,3,20,0,79,0,2,2
19,68,1,1,1,1,1,25,0,12,1,63,0,0,0
19,68,2,1,2,1,1,21,3,20,0,79,0,2,2
19,68,2,1,2,1,1,25,0,12,1,63,0,0,0
19,68,0,1,0,1,1,21,3,20,0,79,0,2,2
19,68,0,1,0,1,1,25,0,12,1,63,0,0,0
35,77,2,1,1,1,0,18,2,8,1,56,0,1,0
9,86,1,0,2,1,0,19,3,4,0,100,1,2,0
9,86,1,0,2,1,0,28,1,18,0,60,0,1,1
9,86,1,0,2,1,0,29,1,16,1,65,0,2,3
9,86,2,0,1,1,0,19,3,4,0,100,1,2,0
9,86,2,0,1,1,0,28,1,18,0,60,0,1,1
9,86,2,0,1,1,0,29,1,16,1,65,0,2,3
15,74,1,1,1,1,1,18,0,7,1,87,0,2,2
15,74,1,1,1,1,1,18,1,14,0,93,1,1,2
15,74,2,0,0,0,1,18,0,7,1,87,0,2,2
15,74,2,0,0,0,1,18,1,14,0,93,1,1,2
15,74,1,1,1,1,1,18,0,7,1,87,0,2,2
15,74,1,1,1,1,1,18,1,14,0,93,1,1,2
15,74,0,0,0,1,1,18,0,7,1,87,0,2,2
15,74,0,0,0,1,1,18,1,14,0,93,1,1,2
15,74,0,0,1,1,1,18,0,7,1,87,0,2,2
15,74,0,0,1,1,1,18,1,14,0,93,1,1,2
15,74,2,0,1,1,1,18,0,7,1,87,0,2,2
15,74,2,0,1,1,1,18,1,14,0,93,1,1,2
15,74,1,1,0,1,1,18,0,7,1,87,0,2,2
15,74,1,1,0,1,1,18,1,14,0,93,1,1,2
15,74,2,0,0,1,1,18,0,7,1,87,0,2,2
15,74,2,0,0,1,1,18,1,14,0,93,1,1,2
15,95,1,1,0,1,0,18,1,14,1,69,1,1,0
15,95,1,1,0,1,0,18,3,18,0,63,0,0,0
15,95,1,1,0,1,0,22,0,17,1,90,0,1,2
15,95,1,0,2,1,0,18,1,14,1,69,1,1,0
15,95,1,0,2,1,0,18,3,18,0,63,0,0,0
15,95,1,0,2,1,0,22,0,17,1,90,0,1,2
15,95,0,0,2,1,0,18,1,14,1,69,1,1,0
15,95,0,0,2,1,0,18,3,18,0,63,0,0,0
15,95,0,0,2,1,0,22,0,17,1,90,0,1,2
15,95,0,0,1,1,0,18,1,14,1,69,1,1,0
15,95,0,0,1,1,0,18,3,18,0,63,0,0,0
15,95,0,0,1,1,0,22,0,17,1,90,0,1,2
15,95,1,1,0,1,0,18,1,14,1,69,1,1,0
15,95,1,1,0,1,0,18,3,18,0,63,0,0,0
15,95,1,1,0,1,0,22,0,17,1,90,0,1,2
15,95,1,1,2,1,0,18,1,14,1,69,1,1,0
15,95,1,1,2,1,0,18,3,18,0,63,0,0,0
15,95,1,1,2,1,0,22,0,17,1,90,0,1,2
15,95,1,1,0,1,0,18,1,14,1,69,1,1,0
15,95,1,1,0,1,0,18,3,18,0,63,0,0,0
15,95,1,1,0,1,0,22,0,17,1,90,0,1,2
11,81,1,1,2,1,0,23,0,10,0,63,1,1,3
11,81,1,1,2,1,0,18,3,16,1,52,1,2,2
11,81,1,1,2,1,0,29,0,17,1,74,1,2,1
11,81,1,1,2,1,0,19,2,10,1,79,1,1,3
11,81,1,1,2,1,0,21,3,10,0,94,1,2,3
36,96,0,0,1,1,0,20,2,2,0,71,1,2,2
36,96,0,0,1,1,0,20,3,13,0,62,1,0,0
29,66,2,0,1,1,1,19,3,4,1,57,1,2,2
29,66,2,0,1,1,1,29,1,10,1,89,1,2,2
22,86,1,0,1,1,0,19,0,18,1,86,0,2,3
22,86,1,0,1,1,0,24,1,12,0,82,0,2,2
22,86,0,0,1,1,0,19,0,18,1,86,0,2,3
22,86,0,0,1,1,0,24,1,12,0,82,0,2,2
31,68,2,1,0,1,1,27,0,9,0,58,1,2,0
31,68,2,1,0,1,1,19,0,18,0,51,0,0,0
31,68,2,1,0,1,1,21,3,16,1,91,0,2,0
31,68,2,1,0,1,1,19,2,20,0,55,0,2,0
12,98,0,1,1,0,0,22,1,18,1,73,1,1,1
12,98,0,1,1,0,0,22,1,7,0,83,0,0,3
12,98,0,1,1,0,0,20,0,11,1,81,1,2,3
12,98,2,1,1,1,0,22,1,18,1,73,1,1,1
12,98,2,1,1,1,0,22,1,7,0,83,0,0,3
12,98,2,1,1,1,0,20,0,11,1,81,1,2,3
12,98,2,0,1,1,0,22,1,18,1,73,1,1,1
12,98,2,0,1,1,0,22,1,7,0,83,0,0,3
12,98,2,0,1,1,0,20,0,11,1,81,1,2,3
12,98,1,0,1,1,0,22,1,18,1,73,1,1,1
12,98,1,0,1,1,0,22,1,7,0,83,0,0,3
12,98,1,0,1,1,0,20,0,11,1,81,1,2,3
12,98,1,0,0,1,0,22,1,18,1,73,1,1,1
12,98,1,0,0,1,0,22,1,7,0,83,0,0,3
12,98,1,0,0,1,0,20,0,11,1,81,1,2,3
12,98,0,1,1,1,0,22,1,18,1,73,1,1,1
12,98,0,1,1,1,0,22,1,7,0,83,0,0,3
12,98,0,1,1,1,0,20,0,11,1,81,1,2,3
17,84,0,1,0,1,1,25,0,2,1,54,1,2,1
17,84,0,1,0,1,1,19,1,17,1,96,0,0,2
17,84,2,0,2,1,1,25,0,2,1,54,1,2,1
17,84,2,0,2,1,1,19,1,17,1,96,0,0,2
17,84,2,1,1,1,1,25,0,2,1,54,1,2,1
17,84,2,1,1,1,1,19,1,17,1,96,0,0,2
17,84,2,0,1,1,1,25,0,2,1,54,1,2,1
17,84,2,0,1,1,1,19,1,17,1,96,0,0,2
7,69,2,1,2,1,1,23,0,6,1,62,1,1,2
7,69,2,1,2,1,1,18,3,14,0,98,1,2,1
9,86,1,0,1,1,1,29,3,2,0,80,0,0,3
9,86,1,0,1,1,1,26,0,14,1,50,1,1,0
7,88,2,1,0,1,1,20,0,1,1,95,0,2,2
7,88,2,1,0,1,1,28,2,12,0,97,0,2,2
7,88,2,1,0,1,1,29,0,6,0,57,1,2,3
24,98,0,1,2,1,0,21,1,16,1,51,1,1,2
24,98,0,1,2,1,0,26,0,18,1,50,0,2,0
24,98,0,1,2,1,0,29,1,3,1,99,1,2,1
24,98,0,1,2,1,0,19,2,5,1,53,1,0,3
24,98,0,1,2,1,0,19,1,2,1,72,0,2,2
24,98,2,0,1,1,0,21,1,16,1,51,1,1,2
24,98,2,0,1,1,0,26,0,18,1,50,0,2,0
24,98,2,0,1,1,0,29,1,3,1,99,1,2,1
24,98,2,0,1,1,0,19,2,5,1,53,1,0,3
24,98,2,0,1,1,0,19,1,2,1,72,0,2,2
24,98,1,1,1,1,0,21,1,16,1,51,1,1,2
24,98,1,1,1,1,0,26,0,18,1,50,0,2,0
24,98,1,1,1,1,0,29,1,3,1,99,1,2,1
24,98,1,1,1,1,0,19,2,5,1,53,1,0,3
24,98,1,1,1,1,0,19,1,2,1,72,0,2,2
29,74,1,1,1,0,1,24,2,11,1,78,1,1,3
29,74,2,1,2,1,1,24,2,11,1,78,1,1,3
29,74,0,0,1,1,1,24,2,11,1,78,1,1,3
28,87,1,1,2,1,0,20,2,0,1,65,1,1,0
28,87,1,0,1,1,0,20,2,0,1,65,1,1,0
28,87,1,0,1,1,0,20,2,0,1,65,1,1,0
30,78,2,1,1,1,1,29,0,5,1,58,1,2,3
30,78,2,1,1,1,1,29,0,5,1,58,1,2,3
14,93,1,0,0,1,1,18,1,2,0,77,0,2,1
14,93,1,0,0,1,1,28,2,9,0,57,0,1,1
14,93,0,1,0,1,1,18,1,2,0,77,0,2,1
14,93,0,1,0,1,1,28,2,9,0,57,0,1,1
31,71,2,1,1,1,1,22,0,12,0,97,0,1,1
31,71,2,1,1,1,1,26,3,18,0,79,1,0,0
19,60,2,1,2,1,1,19,0,13,1,87,1,2,0
19,60,2,1,2,1,1,22,3,18,1,50,0,0,0
19,60,1,0,2,1,1,19,0,13,1,87,1,2,0
19,60,1,0,2,1,1,22,3,18,1,50,0,0,0
15,77,1,1,1,1,0,18,1,6,1,86,1,0,0
15,77,1,1,1,1,0,27,0,19,0,91,0,2,1
15,77,1,1,1,1,0,18,1,6,1,86,1,0,0
15,77,1,1,1,1,0,27,0,19,0,91,0,2,1
18,84,0,1,1,1,1,18,3,8,1,98,0,0,0
18,84,0,1,1,1,1,29,3,16,0,68,1,1,2
18,84,0,1,1,1,1,20,0,1,1,81,0,2,0
18,84,0,0,1,1,1,18,3,8,1,98,0,0,0
18,84,0,0,1,1,1,29,3,16,0,68,1,1,2
18,84,0,0,1,1,1,20,0,1,1,81,0,2,0
18,84,2,0,1,1,1,18,3,8,1,98,0,0,0
18,84,2,0,1,1,1,29,3,16,0,68,1,1,2
18,84,2,0,1,1,1,20,0,1,1,81,0,2,0
18,84,2,1,0,1,1,18,3,8,1,98,0,0,0
18,84,2,1,0,1,1,29,3,16,0,68,1,1,2
18,84,2,1,0,1,1,20,0,1,1,81,0,2,0
12,70,1,1,1,1,0,28,3,12,1,51,0,2,1
12,70,1,1,1,1,0,20,2,18,1,57,1,2,0
12,70,1,0,2,1,0,28,3,12,1,51,0,2,1
12,70,1,0,2,1,0,20,2,18,1,57,1,2,0
12,70,1,1,1,1,0,28,3,12,1,51,0,2,1
12,70,1,1,1,1,0,20,2,18,1,57,1,2,0
29,88,1,1,1,1,1,21,1,7,1,90,1,2,3
13,61,1,1,0,1,0,28,0,5,1,86,1,2,2
13,61,1,1,0,1,0,29,2,16,1,69,0,1,0
13,61,1,1,0,1,0,20,2,15,1,58,1,2,2
13,61,0,0,0,1,0,28,0,5,1,86,1,2,2
13,61,0,0,0,1,0,29,2,16,1,69,0,1,0
13,61,0,0,0,1,0,20,2,15,1,58,1,2,2
15,65,1,0,1,1,1,19,1,11,0,51,1,0,1
15,65,1,0,1,1,1,28,2,9,0,80,1,2,0
15,65,1,0,1,1,1,26,0,18,0,60,1,2,3
15,65,2,1,0,1,1,19,1,11,0,51,1,0,1
15,65,2,1,0,1,1,28,2,9,0,80,1,2,0
15,65,2,1,0,1,1,26,0,18,0,60,1,2,3
15,65,2,1,0,1,1,19,1,11,0,51,1,0,1
15,65,2,1,0,1,1,28,2,9,0,80,1,2,0
15,65,2,1,0,1,1,26,0,18,0,60,1,2,3
14,92,2,1,2,1,1,25,2,12,1,64,0,0,0
14,92,2,1,2,1,1,20,1,2,1,92,1,2,2
14,92,1,1,2,1,1,25,2,12,1,64,0,0,0
14,92,1,1,2,1,1,20,1,2,1,92,1,2,2
12,74,2,1,0,1,0,23,1,7,0,63,0,2,1
12,74,1,0,1,1,0,23,1,7,0,63,0,2,1
16,90,0,0,1,1,1,22,2,2,1,57,1,2,3
16,90,0,0,1,1,1,23,3,11,0,79,1,2,2
16,90,1,0,1,1,1,22,2,2,1,57,1,2,3
16,90,1,0,1,1,1,23,3,11,0,79,1,2,2
16,90,2,1,0,1,1,22,2,2,1,57,1,2,3
16,90,2,1,0,1,1,23,3,11,0,79,1,2,2
22,94,2,0,0,1,1,25,0,9,0,61,1,2,3
22,94,2,0,0,1,1,20,2,16,1,87,0,1,0
22,94,2,0,0,1,1,25,0,20,1,62,0,2,3
22,94,1,1,0,1,1,25,0,9,0,61,1,2,3
22,94,1,1,0,1,1,20,2,16,1,87,0,1,0
22,94,1,1,0,1,1,25,0,20,1,62,0,2,3
22,94,2,1,1,1,1,25,0,9,0,61,1,2,3
22,94,2,1,1,1,1,20,2,16,1,87,0,1,0
22,94,2,1,1,1,1,25,0,20,1,62,0,2,3
18,75,1,1,0,1,1,19,3,15,1,50,1,2,0
18,75,1,1,0,1,1,19,3,10,1,76,0,0,0
18,75,1,1,2,1,1,19,3,15,1,50,1,2,0
18,75,1,1,2,1,1,19,3,10,1,76,0,0,0
18,75,0,1,1,1,1,19,3,15,1,50,1,2,0
18,75,0,1,1,1,1,19,3,10,1,76,0,0,0
11,71,1,1,1,1,0,20,1,5,0,53,0,2,1
11,71,1,1,1,1,0,18,0,7,0,96,1,2,2
11,71,1,1,1,1,0,21,3,16,1,86,1,0,3
11,71,1,1,1,1,0,28,3,3,1,60,0,2,0
14,100,0,1,2,1,0,23,3,10,1,50,0,0,3
14,100,0,1,2,1,0,20,3,11,1,52,1,1,1
14,100,0,1,2,1,0,29,0,1,1,76,1,0,2
14,100,0,1,2,1,0,22,1,3,1,80,0,1,0
14,100,0,0,0,1,0,23,3,10,1,50,0,0,3
14,100,0,0,0,1,0,20,3,11,1,52,1,1,1
14,100,0,0,0,1,0,29,0,1,1,76,1,0,2
14,100,0,0,0,1,0,22,1,3,1,80,0,1,0
14,100,1,1,1,1,0,23,3,10,1,50,0,0,3
14,100,1,1,1,1,0,20,3,11,1,52,1,1,1
14,100,1,1,1,1,0,29,0,1,1,76,1,0,2
14,100,1,1,1,1,0,22,1,3,1,80,0,1,0
20,75,1,1,0,1,0,22,2,9,1,88,0,0,0
20,75,1,1,0,1,0,29,2,8,0,94,1,1,2
20,75,1,1,0,1,0,26,1,1,1,66,1,2,0
20,75,1,0,1,1,0,22,2,9,1,88,0,0,0
20,75,1,0,1,1,0,29,2,8,0,94,1,1,2
20,75,1,0,1,1,0,26,1,1,1,66,1,2,0
20,75,1,1,2,1,0,22,2,9,1,88,0,0,0
20,75,1,1,2,1,0,29,2,8,0,94,1,1,2
20,75,1,1,2,1,0,26,1,1,1,66,1,2,0
20,75,1,1,2,1,0,22,2,9,1,88,0,0,0
20,75,1,1,2,1,0,29,2,8,0,94,1,1,2
20,75,1,1,2,1,0,26,1,1,1,66,1,2,0
20,75,1,0,1,1,0,22,2,9,1,88,0,0,0
20,75,1,0,1,1,0,29,2,8,0,94,1,1,2
20,75,1,0,1,1,0,26,1,1,1,66,1,2,0
29,76,2,1,0,0,0,18,0,7,1,84,0,1,3
29,76,2,1,0,0,0,18,2,2,1,65,0,2,0
29,76,2,1,0,0,0,26,2,17,1,71,0,2,1
29,76,2,1,0,0,0,22,1,1,1,75,0,2,0
29,76,2,1,0,0,0,19,1,4,1,71,1,2,0
29,76,2,1,1,1,0,18,0,7,1,84,0,1,3
29,76,2,1,1,1,0,18,2,2,1,65,0,2,0
29,76,2,1,1,1,0,26,2,17,1,71,0,2,1
29,76,2,1,1,1,0,22,1,1,1,75,0,2,0
29,76,2,1,1,1,0,19,1,4,1,71,1,2,0
28,86,1,0,1,1,1,25,3,10,0,58,1,2,0
28,86,1,1,1,1,1,25,3,10,0,58,1,2,0
28,86,1,1,1,1,1,25,3,10,0,58,1,2,0
27,92,1,0,1,0,0,20,1,7,0,89,0,0,2
27,92,0,1,2,1,0,20,1,7,0,89,0,0,2
27,92,1,1,0,1,0,20,1,7,0,89,0,0,2
27,92,1,1,0,1,0,20,1,7,0,89,0,0,2
15,71,0,0,1,1,1,24,3,8,1,59,1,0,2
15,71,0,0,1,1,1,18,2,1,1,62,0,0,1
15,71,0,0,1,1,1,18,3,18,1,80,1,0,0
15,71,2,0,0,1,1,24,3,8,1,59,1,0,2
15,71,2,0,0,1,1,18,2,1,1,62,0,0,1
15,71,2,0,0,1,1,18,3,18,1,80,1,0,0
7,64,2,0,1,1,0,27,0,13,1,84,1,2,0
7,64,2,0,1,1,0,18,1,9,1,96,1,2,1
7,64,2,0,1,1,0,23,0,10,1,54,1,2,2
7,64,2,0,1,1,0,19,1,19,1,80,0,0,0
28,81,2,1,1,1,0,19,1,5,0,69,1,1,1
28,81,2,1,1,1,0,27,3,12,1,93,0,2,3
28,81,2,1,1,1,0,18,0,7,0,56,1,2,1
30,68,2,0,1,1,1,22,2,2,0,100,0,0,0
30,68,2,0,1,1,1,26,0,6,1,52,1,0,3
17,89,2,0,1,1,1,21,2,9,0,92,0,1,1
5,83,1,1,1,1,1,23,0,17,1,92,0,2,3
5,83,1,1,1,1,1,19,0,16,1,88,1,2,3
